referrer,views_total,views_unique
Google,159,96
github.com,19,16
time-series-features.gitbook.io,13,8
Bing,4,4
medium.com,4,4
DuckDuckGo,4,2
statics.teams.cdn.office.net,2,2
chatgpt.com,2,2
link.springer.com,2,2
wiki.iis.uj.edu.pl,2,2
