referrer,views_total,views_unique
Google,246,84
github.com,79,26
link.springer.com,20,3
feature-based-time-series-analys.gitbook.io,19,8
Bing,9,3
sktime.net,8,2
pypi.org,6,3
learning.oreilly.com,3,3
statics.teams.cdn.office.net,3,2
lms.skillfactory.ru,3,2
