time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-20 00:00:00+00:00,33,12,12,11
2026-05-21 00:00:00+00:00,14,8,12,9
2026-05-22 00:00:00+00:00,18,8,12,11
2026-05-23 00:00:00+00:00,29,15,3,2
2026-05-24 00:00:00+00:00,30,12,7,7
2026-05-25 00:00:00+00:00,24,10,18,12
2026-05-26 00:00:00+00:00,15,8,15,8
2026-05-27 00:00:00+00:00,18,12,10,10
2026-05-28 00:00:00+00:00,14,5,7,6
2026-05-29 00:00:00+00:00,21,11,18,11
2026-05-30 00:00:00+00:00,31,17,3,3
2026-05-31 00:00:00+00:00,12,8,10,8
2026-06-01 00:00:00+00:00,20,11,6,6
2026-06-02 00:00:00+00:00,24,11,9,8
