referrer,views_total,views_unique
Google,175,99
github.com,31,13
time-series-features.gitbook.io,11,6
Bing,7,7
DuckDuckGo,7,4
pypi.org,6,2
statics.teams.cdn.office.net,3,2
link.springer.com,2,1
ecosia.org,1,1
chatgpt.com,1,1
