time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-03 00:00:00+00:00,23,13,19,13
2026-04-04 00:00:00+00:00,7,6,17,13
2026-04-05 00:00:00+00:00,13,9,13,8
2026-04-06 00:00:00+00:00,17,12,12,11
2026-04-07 00:00:00+00:00,9,8,26,18
2026-04-08 00:00:00+00:00,17,8,32,13
2026-04-09 00:00:00+00:00,32,13,15,11
2026-04-10 00:00:00+00:00,24,13,15,9
2026-04-11 00:00:00+00:00,43,22,11,10
2026-04-12 00:00:00+00:00,8,8,10,7
2026-04-13 00:00:00+00:00,27,14,19,18
2026-04-14 00:00:00+00:00,13,9,48,25
2026-04-15 00:00:00+00:00,45,11,35,16
2026-04-16 00:00:00+00:00,15,10,20,16
