referrer,views_total,views_unique
Google,300,90
github.com,71,26
time-series-features.gitbook.io,31,13
mail.google.com,17,1
Bing,15,3
pypi.org,9,5
paperswithcode.com,9,2
opentimeseries.com,6,3
statics.teams.cdn.office.net,5,2
DuckDuckGo,5,2
