referrer,views_total,views_unique
Google,190,109
github.com,29,21
time-series-features.gitbook.io,22,7
medium.com,8,8
chatgpt.com,8,6
DuckDuckGo,5,4
statics.teams.cdn.office.net,4,4
link.springer.com,4,4
Bing,2,2
pypi.org,2,1
