time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-24 00:00:00+00:00,,,12,9
2023-09-25 00:00:00+00:00,2.0,2.0,59,26
2023-09-26 00:00:00+00:00,1.0,1.0,57,24
2023-09-27 00:00:00+00:00,,,100,22
2023-09-28 00:00:00+00:00,1.0,1.0,71,13
2023-09-29 00:00:00+00:00,3.0,3.0,58,24
2023-09-30 00:00:00+00:00,,,16,7
2023-10-01 00:00:00+00:00,1.0,1.0,22,7
2023-10-02 00:00:00+00:00,1.0,1.0,63,22
2023-10-03 00:00:00+00:00,1.0,1.0,51,13
2023-10-04 00:00:00+00:00,2.0,2.0,63,13
2023-10-05 00:00:00+00:00,2.0,2.0,39,16
2023-10-06 00:00:00+00:00,14.0,7.0,32,10
2023-10-07 00:00:00+00:00,5.0,3.0,14,8
