referrer,views_total,views_unique
Google,75,52
Bing,9,4
github.com,8,8
chatgpt.com,4,3
DuckDuckGo,3,2
link.springer.com,3,2
pypi.org,2,2
time-series-features.gitbook.io,2,2
cran.r-project.org,1,1
opentimeseries.com,1,1
