referrer,views_total,views_unique
Google,175,116
chatgpt.com,100,20
github.com,30,14
time-series-features.gitbook.io,17,9
Bing,15,8
pypi.org,11,9
link.springer.com,10,6
statics.teams.cdn.office.net,4,1
sktime.net,2,2
DuckDuckGo,2,2
