time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-14 00:00:00+00:00,3.0,3.0,18,16
2025-03-15 00:00:00+00:00,11.0,5.0,12,8
2025-03-16 00:00:00+00:00,6.0,3.0,33,11
2025-03-17 00:00:00+00:00,4.0,4.0,70,27
2025-03-18 00:00:00+00:00,3.0,3.0,50,30
2025-03-19 00:00:00+00:00,5.0,5.0,29,22
2025-03-20 00:00:00+00:00,4.0,3.0,18,14
2025-03-21 00:00:00+00:00,8.0,5.0,17,14
2025-03-22 00:00:00+00:00,10.0,5.0,18,7
2025-03-23 00:00:00+00:00,2.0,2.0,17,13
2025-03-24 00:00:00+00:00,9.0,5.0,46,16
2025-03-25 00:00:00+00:00,8.0,4.0,37,25
2025-03-26 00:00:00+00:00,7.0,4.0,43,27
2025-03-27 00:00:00+00:00,,,21,12
