referrer,views_total,views_unique
Google,158,84
pypi.org,37,5
github.com,23,14
chatgpt.com,13,5
search.brave.com,10,7
time-series-features.gitbook.io,10,4
Bing,7,5
nature.com,6,3
link.springer.com,4,2
opentimeseries.com,2,2
