time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-23 00:00:00+00:00,3,3,22,4
2023-12-24 00:00:00+00:00,3,3,13,8
2023-12-25 00:00:00+00:00,4,4,5,4
2023-12-26 00:00:00+00:00,10,5,5,5
2023-12-27 00:00:00+00:00,10,5,38,8
2023-12-28 00:00:00+00:00,6,6,132,12
2023-12-29 00:00:00+00:00,7,6,257,11
2023-12-30 00:00:00+00:00,6,4,12,6
2023-12-31 00:00:00+00:00,4,4,21,6
2024-01-01 00:00:00+00:00,5,5,6,3
2024-01-02 00:00:00+00:00,4,4,38,9
2024-01-03 00:00:00+00:00,5,4,71,21
2024-01-04 00:00:00+00:00,2,2,94,10
2024-01-05 00:00:00+00:00,8,3,18,8
