referrer,views_total,views_unique
Google,158,83
time-series-features.gitbook.io,49,6
github.com,18,9
medium.com,11,1
pypi.org,6,5
Bing,4,3
statics.teams.cdn.office.net,3,2
ecosia.org,1,1
mail.google.com,1,1
com.google.android.gm,1,1
