referrer,views_total,views_unique
Google,225,116
github.com,31,13
chatgpt.com,15,13
pypi.org,7,4
Bing,7,3
time-series-features.gitbook.io,5,3
DuckDuckGo,4,2
search.brave.com,4,1
yandex.ru,3,1
link.springer.com,2,2
