referrer,views_total,views_unique
Google,190,97
github.com,24,15
time-series-features.gitbook.io,11,10
pypi.org,11,8
away.vk.com,7,1
Bing,5,4
statics.teams.cdn.office.net,5,3
link.springer.com,4,2
cn.bing.com,4,2
chatgpt.com,3,2
