time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-06 00:00:00+00:00,7,3,7,6
2026-03-07 00:00:00+00:00,10,6,7,5
2026-03-08 00:00:00+00:00,17,5,15,9
2026-03-09 00:00:00+00:00,16,12,42,25
2026-03-10 00:00:00+00:00,7,5,30,17
2026-03-11 00:00:00+00:00,12,7,35,30
2026-03-12 00:00:00+00:00,9,4,15,13
2026-03-13 00:00:00+00:00,2,2,14,11
2026-03-14 00:00:00+00:00,5,5,39,6
2026-03-15 00:00:00+00:00,11,6,8,8
2026-03-16 00:00:00+00:00,25,13,22,13
2026-03-17 00:00:00+00:00,12,5,19,15
2026-03-18 00:00:00+00:00,10,5,20,17
2026-03-19 00:00:00+00:00,8,4,32,13
