time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-04 00:00:00+00:00,9,7,86,26
2023-12-05 00:00:00+00:00,13,9,122,20
2023-12-06 00:00:00+00:00,11,6,38,21
2023-12-07 00:00:00+00:00,6,6,88,27
2023-12-08 00:00:00+00:00,6,4,43,16
2023-12-09 00:00:00+00:00,5,5,20,7
2023-12-10 00:00:00+00:00,7,7,17,7
2023-12-11 00:00:00+00:00,12,7,48,14
2023-12-12 00:00:00+00:00,4,4,67,26
2023-12-13 00:00:00+00:00,6,6,48,19
2023-12-14 00:00:00+00:00,5,5,41,17
2023-12-15 00:00:00+00:00,3,3,98,12
2023-12-16 00:00:00+00:00,5,5,3,3
2023-12-17 00:00:00+00:00,3,3,13,3
