referrer,views_total,views_unique
Google,313,87
time-series-features.gitbook.io,78,30
github.com,72,27
cran.r-project.org,8,3
Bing,7,3
predict-idlab.github.io,7,1
yanovskir.medium.com,6,3
cn.bing.com,3,2
link.springer.com,2,1
amitness.com,2,1
