time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-09 00:00:00+00:00,3,3,24,18
2025-06-10 00:00:00+00:00,7,4,41,23
2025-06-11 00:00:00+00:00,4,4,35,31
2025-06-12 00:00:00+00:00,8,4,44,25
2025-06-13 00:00:00+00:00,2,2,24,21
2025-06-14 00:00:00+00:00,7,7,13,8
2025-06-15 00:00:00+00:00,4,4,6,4
2025-06-16 00:00:00+00:00,7,7,49,14
2025-06-17 00:00:00+00:00,7,7,27,21
2025-06-18 00:00:00+00:00,5,5,49,20
2025-06-19 00:00:00+00:00,4,4,19,16
2025-06-20 00:00:00+00:00,3,3,35,12
2025-06-21 00:00:00+00:00,3,3,17,6
2025-06-22 00:00:00+00:00,2,2,8,8
