time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-28 00:00:00+00:00,6.0,6.0,11,5
2023-10-29 00:00:00+00:00,5.0,5.0,24,6
2023-10-30 00:00:00+00:00,4.0,4.0,113,22
2023-10-31 00:00:00+00:00,10.0,5.0,107,20
2023-11-01 00:00:00+00:00,3.0,3.0,55,25
2023-11-02 00:00:00+00:00,3.0,3.0,117,17
2023-11-03 00:00:00+00:00,4.0,4.0,68,11
2023-11-04 00:00:00+00:00,4.0,4.0,9,7
2023-11-05 00:00:00+00:00,5.0,5.0,1,1
2023-11-06 00:00:00+00:00,5.0,5.0,43,23
2023-11-07 00:00:00+00:00,5.0,5.0,19,9
2023-11-08 00:00:00+00:00,2.0,2.0,56,23
2023-11-09 00:00:00+00:00,5.0,5.0,54,15
2023-11-10 00:00:00+00:00,,,34,16
