time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-09 00:00:00+00:00,6,3,14,10
2025-02-10 00:00:00+00:00,5,2,39,18
2025-02-11 00:00:00+00:00,4,4,27,21
2025-02-12 00:00:00+00:00,9,5,22,15
2025-02-13 00:00:00+00:00,5,2,20,12
2025-02-14 00:00:00+00:00,15,7,23,16
2025-02-15 00:00:00+00:00,5,5,15,8
2025-02-16 00:00:00+00:00,6,3,27,12
2025-02-17 00:00:00+00:00,6,3,20,14
2025-02-18 00:00:00+00:00,5,5,44,17
2025-02-19 00:00:00+00:00,6,5,57,22
2025-02-20 00:00:00+00:00,5,3,39,22
2025-02-21 00:00:00+00:00,5,3,24,10
2025-02-22 00:00:00+00:00,2,2,12,8
