time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-16 00:00:00+00:00,2.0,2.0,21,20
2025-05-17 00:00:00+00:00,7.0,4.0,5,4
2025-05-18 00:00:00+00:00,5.0,3.0,26,7
2025-05-19 00:00:00+00:00,13.0,7.0,41,17
2025-05-20 00:00:00+00:00,8.0,6.0,38,23
2025-05-21 00:00:00+00:00,30.0,18.0,32,16
2025-05-22 00:00:00+00:00,10.0,9.0,55,35
2025-05-23 00:00:00+00:00,5.0,4.0,32,19
2025-05-24 00:00:00+00:00,5.0,4.0,17,10
2025-05-25 00:00:00+00:00,11.0,4.0,8,6
2025-05-26 00:00:00+00:00,4.0,4.0,38,22
2025-05-27 00:00:00+00:00,7.0,4.0,74,24
2025-05-28 00:00:00+00:00,6.0,3.0,46,25
2025-05-29 00:00:00+00:00,,,26,22
