referrer,views_total,views_unique
Google,258,60
github.com,66,28
DuckDuckGo,28,1
time-series-features.gitbook.io,19,10
opentimeseries.com,11,3
sktime.net,10,5
hub.nuaa.cf,10,1
predict-idlab.github.io,9,1
Bing,5,4
hctsa-users.gitbook.io,4,1
