referrer,views_total,views_unique
Google,157,100
Bing,17,10
github.com,15,13
time-series-features.gitbook.io,10,6
teams.microsoft.com,5,2
DuckDuckGo,4,4
opentimeseries.com,4,2
lm.facebook.com,2,2
chatgpt.com,2,2
l.facebook.com,2,2
