referrer,views_total,views_unique
Google,85,53
github.com,24,15
pypi.org,19,5
Bing,8,7
chatgpt.com,7,5
DuckDuckGo,4,2
time-series-features.gitbook.io,4,1
link.springer.com,3,2
search.brave.com,2,1
ulis.se,2,1
