time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-19 00:00:00+00:00,4,4,21,5
2023-11-20 00:00:00+00:00,10,5,55,22
2023-11-21 00:00:00+00:00,6,6,118,28
2023-11-22 00:00:00+00:00,8,8,41,15
2023-11-23 00:00:00+00:00,2,2,13,6
2023-11-24 00:00:00+00:00,4,4,23,11
2023-11-25 00:00:00+00:00,4,4,2,2
2023-11-26 00:00:00+00:00,5,5,9,4
2023-11-27 00:00:00+00:00,6,6,53,14
2023-11-28 00:00:00+00:00,2,2,69,20
2023-11-29 00:00:00+00:00,5,4,57,24
2023-11-30 00:00:00+00:00,2,2,131,24
2023-12-01 00:00:00+00:00,4,4,123,23
2023-12-02 00:00:00+00:00,1,1,19,12
