referrer,views_total,views_unique
Google,176,95
pypi.org,39,6
github.com,34,18
search.brave.com,15,11
Bing,10,8
time-series-features.gitbook.io,9,3
chatgpt.com,6,4
nature.com,3,2
link.springer.com,2,1
statics.teams.cdn.office.net,2,1
