referrer,views_total,views_unique
Google,115,67
github.com,33,11
link.springer.com,9,5
nature.com,7,2
pypi.org,5,4
Bing,4,4
DuckDuckGo,3,3
time-series-features.gitbook.io,3,3
chatgpt.com,1,1
ecosia.org,1,1
