time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-23 00:00:00+00:00,4,4,28.0,16.0
2023-10-24 00:00:00+00:00,4,4,52.0,17.0
2023-10-25 00:00:00+00:00,6,6,22.0,14.0
2023-10-26 00:00:00+00:00,14,9,52.0,18.0
2023-10-27 00:00:00+00:00,3,3,84.0,13.0
2023-10-28 00:00:00+00:00,6,6,11.0,5.0
2023-10-29 00:00:00+00:00,5,5,24.0,6.0
2023-10-30 00:00:00+00:00,4,4,113.0,22.0
2023-10-31 00:00:00+00:00,10,5,107.0,20.0
2023-11-01 00:00:00+00:00,3,3,55.0,25.0
2023-11-02 00:00:00+00:00,3,3,117.0,17.0
2023-11-03 00:00:00+00:00,4,4,68.0,11.0
2023-11-04 00:00:00+00:00,4,4,9.0,7.0
2023-11-05 00:00:00+00:00,2,2,,
