time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-31 00:00:00+00:00,8,4,6,5
2026-02-01 00:00:00+00:00,20,11,46,12
2026-02-02 00:00:00+00:00,12,7,23,19
2026-02-03 00:00:00+00:00,9,5,20,13
2026-02-04 00:00:00+00:00,12,8,26,15
2026-02-05 00:00:00+00:00,12,8,25,18
2026-02-06 00:00:00+00:00,14,7,22,14
2026-02-07 00:00:00+00:00,16,7,11,8
2026-02-08 00:00:00+00:00,21,12,8,7
2026-02-09 00:00:00+00:00,5,4,19,14
2026-02-10 00:00:00+00:00,22,13,48,17
2026-02-11 00:00:00+00:00,12,7,29,12
2026-02-12 00:00:00+00:00,6,5,17,17
2026-02-13 00:00:00+00:00,14,6,6,5
