time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-30 00:00:00+00:00,9,9,10,9
2025-12-01 00:00:00+00:00,72,28,34,19
2025-12-02 00:00:00+00:00,28,19,66,32
2025-12-03 00:00:00+00:00,133,35,46,26
2025-12-04 00:00:00+00:00,8,6,44,27
2025-12-05 00:00:00+00:00,12,7,28,18
2025-12-06 00:00:00+00:00,16,8,6,6
2025-12-07 00:00:00+00:00,10,4,8,7
2025-12-08 00:00:00+00:00,12,8,52,21
2025-12-09 00:00:00+00:00,16,10,33,27
2025-12-10 00:00:00+00:00,8,4,35,27
2025-12-11 00:00:00+00:00,11,7,43,29
2025-12-12 00:00:00+00:00,7,7,21,17
2025-12-13 00:00:00+00:00,1,1,9,7
