referrer,views_total,views_unique
Google,136,74
github.com,59,31
pypi.org,44,7
link.springer.com,26,3
time-series-features.gitbook.io,21,12
juliahub.com,20,6
DuckDuckGo,15,3
Bing,13,6
rdrr.io,11,2
pub.towardsai.net,10,1
