time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-23 00:00:00+00:00,,,42,22
2024-10-24 00:00:00+00:00,6.0,4.0,44,28
2024-10-25 00:00:00+00:00,1.0,1.0,22,12
2024-10-26 00:00:00+00:00,,,16,8
2024-10-27 00:00:00+00:00,1.0,1.0,19,6
2024-10-28 00:00:00+00:00,,,38,25
2024-10-29 00:00:00+00:00,5.0,3.0,29,19
2024-10-30 00:00:00+00:00,2.0,2.0,60,20
2024-10-31 00:00:00+00:00,2.0,2.0,43,28
2024-11-01 00:00:00+00:00,2.0,2.0,28,21
2024-11-02 00:00:00+00:00,2.0,1.0,10,9
2024-11-03 00:00:00+00:00,3.0,1.0,6,5
2024-11-04 00:00:00+00:00,2.0,2.0,25,21
2024-11-05 00:00:00+00:00,,,31,20
