time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-01 00:00:00+00:00,6,3,16,14
2025-10-02 00:00:00+00:00,2,2,27,17
2025-10-03 00:00:00+00:00,7,6,37,23
2025-10-04 00:00:00+00:00,6,6,10,7
2025-10-05 00:00:00+00:00,3,3,11,9
2025-10-06 00:00:00+00:00,5,5,49,19
2025-10-07 00:00:00+00:00,2,2,34,24
2025-10-08 00:00:00+00:00,1,1,21,17
2025-10-09 00:00:00+00:00,10,7,35,14
2025-10-10 00:00:00+00:00,4,4,27,22
2025-10-11 00:00:00+00:00,7,6,8,8
2025-10-12 00:00:00+00:00,3,2,10,10
2025-10-13 00:00:00+00:00,7,6,47,25
2025-10-14 00:00:00+00:00,20,4,19,18
