time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-12 00:00:00+00:00,21,14,9,8
2026-07-13 00:00:00+00:00,22,15,17,13
2026-07-14 00:00:00+00:00,29,15,17,12
2026-07-15 00:00:00+00:00,20,11,6,6
2026-07-16 00:00:00+00:00,9,4,19,13
2026-07-17 00:00:00+00:00,14,8,32,17
2026-07-18 00:00:00+00:00,25,16,2,1
2026-07-19 00:00:00+00:00,18,13,4,4
2026-07-20 00:00:00+00:00,6,5,7,7
2026-07-21 00:00:00+00:00,21,14,12,10
2026-07-22 00:00:00+00:00,22,12,12,11
2026-07-23 00:00:00+00:00,4,3,6,6
2026-07-24 00:00:00+00:00,31,16,12,8
2026-07-25 00:00:00+00:00,81,27,59,17
