time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-12 00:00:00+00:00,2.0,1.0,58,12
2024-09-13 00:00:00+00:00,1.0,1.0,34,24
2024-09-14 00:00:00+00:00,1.0,1.0,4,2
2024-09-15 00:00:00+00:00,3.0,2.0,12,8
2024-09-16 00:00:00+00:00,,,34,12
2024-09-17 00:00:00+00:00,3.0,1.0,33,22
2024-09-18 00:00:00+00:00,2.0,1.0,21,15
2024-09-19 00:00:00+00:00,,,34,13
2024-09-20 00:00:00+00:00,,,12,11
2024-09-21 00:00:00+00:00,1.0,1.0,10,8
2024-09-22 00:00:00+00:00,2.0,1.0,28,8
2024-09-23 00:00:00+00:00,,,28,18
2024-09-24 00:00:00+00:00,1.0,1.0,37,22
2024-09-25 00:00:00+00:00,1.0,1.0,25,19
