time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-21 00:00:00+00:00,4,4,16,9
2024-03-22 00:00:00+00:00,4,4,14,10
2024-03-23 00:00:00+00:00,3,3,29,4
2024-03-24 00:00:00+00:00,2,2,43,5
2024-03-25 00:00:00+00:00,1,1,39,19
2024-03-26 00:00:00+00:00,4,4,95,15
2024-03-27 00:00:00+00:00,4,4,65,18
2024-03-28 00:00:00+00:00,5,3,38,22
2024-03-29 00:00:00+00:00,3,3,37,18
2024-03-30 00:00:00+00:00,2,2,17,6
2024-03-31 00:00:00+00:00,1,1,12,8
2024-04-01 00:00:00+00:00,4,4,57,21
2024-04-02 00:00:00+00:00,5,5,85,14
2024-04-03 00:00:00+00:00,2,2,244,25
