referrer,views_total,views_unique
Google,65,49
github.com,37,17
Bing,15,9
time-series-features.gitbook.io,10,7
teams.public.onecdn.static.microsoft,7,3
pypi.org,6,4
search.brave.com,4,2
e.mail.ru,3,1
chatgpt.com,1,1
cran.r-project.org,1,1
