referrer,views_total,views_unique
Google,160,77
github.com,21,10
away.vk.com,13,1
time-series-features.gitbook.io,9,9
Bing,8,6
pypi.org,6,4
cn.bing.com,5,3
chatgpt.com,5,2
statics.teams.cdn.office.net,4,3
link.springer.com,4,2
