referrer,views_total,views_unique
Google,221,88
github.com,41,23
feature-based-time-series-analys.gitbook.io,23,12
link.springer.com,11,2
pypi.org,4,3
Bing,3,2
snyk.io,3,1
brendanjohnharris.github.io,3,1
yandex.ru,2,2
cn.bing.com,2,2
