time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-27 00:00:00+00:00,4.0,1.0,22,18
2024-09-28 00:00:00+00:00,,,17,8
2024-09-29 00:00:00+00:00,,,11,10
2024-09-30 00:00:00+00:00,3.0,1.0,30,22
2024-10-01 00:00:00+00:00,,,20,13
2024-10-02 00:00:00+00:00,1.0,1.0,19,16
2024-10-03 00:00:00+00:00,2.0,1.0,22,15
2024-10-04 00:00:00+00:00,2.0,1.0,32,15
2024-10-05 00:00:00+00:00,,,16,11
2024-10-06 00:00:00+00:00,1.0,1.0,21,14
2024-10-07 00:00:00+00:00,1.0,1.0,44,30
2024-10-08 00:00:00+00:00,,,37,23
2024-10-09 00:00:00+00:00,2.0,2.0,19,14
2024-10-10 00:00:00+00:00,,,32,22
