referrer,views_total,views_unique
Google,204,129
github.com,23,11
time-series-features.gitbook.io,20,10
Bing,16,9
chatgpt.com,14,13
pypi.org,5,5
medium.com,4,2
statics.teams.cdn.office.net,3,2
opentimeseries.com,3,2
DuckDuckGo,2,2
