time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-10 00:00:00+00:00,6.0,6.0,17,13
2025-04-11 00:00:00+00:00,6.0,3.0,28,17
2025-04-12 00:00:00+00:00,4.0,3.0,26,9
2025-04-13 00:00:00+00:00,6.0,2.0,10,8
2025-04-14 00:00:00+00:00,5.0,3.0,52,24
2025-04-15 00:00:00+00:00,3.0,3.0,34,23
2025-04-16 00:00:00+00:00,7.0,4.0,16,16
2025-04-17 00:00:00+00:00,3.0,3.0,32,21
2025-04-18 00:00:00+00:00,6.0,5.0,20,7
2025-04-19 00:00:00+00:00,2.0,2.0,6,4
2025-04-20 00:00:00+00:00,10.0,7.0,17,11
2025-04-21 00:00:00+00:00,9.0,6.0,23,16
2025-04-22 00:00:00+00:00,5.0,3.0,20,14
2025-04-23 00:00:00+00:00,,,28,17
