time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-20 00:00:00+00:00,2.0,2.0,24,19
2024-12-21 00:00:00+00:00,3.0,2.0,21,12
2024-12-22 00:00:00+00:00,2.0,1.0,9,6
2024-12-23 00:00:00+00:00,3.0,2.0,7,6
2024-12-24 00:00:00+00:00,2.0,1.0,15,6
2024-12-25 00:00:00+00:00,1.0,1.0,17,9
2024-12-26 00:00:00+00:00,5.0,2.0,15,11
2024-12-27 00:00:00+00:00,3.0,2.0,12,11
2024-12-28 00:00:00+00:00,,,2,2
2024-12-29 00:00:00+00:00,2.0,1.0,11,8
2024-12-30 00:00:00+00:00,2.0,2.0,22,15
2024-12-31 00:00:00+00:00,,,8,4
2025-01-01 00:00:00+00:00,3.0,2.0,6,4
2025-01-02 00:00:00+00:00,1.0,1.0,16,11
