referrer,views_total,views_unique
Google,222,128
github.com,22,16
time-series-features.gitbook.io,16,5
chatgpt.com,8,5
medium.com,7,5
statics.teams.cdn.office.net,6,4
Bing,3,3
wiki.iis.uj.edu.pl,3,1
link.springer.com,2,2
m.nearbyme.io,2,1
