time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-18 00:00:00+00:00,1.0,1.0,7,5
2025-01-19 00:00:00+00:00,1.0,1.0,20,13
2025-01-20 00:00:00+00:00,5.0,2.0,48,24
2025-01-21 00:00:00+00:00,2.0,2.0,35,23
2025-01-22 00:00:00+00:00,3.0,2.0,19,16
2025-01-23 00:00:00+00:00,,,31,24
2025-01-24 00:00:00+00:00,,,13,9
2025-01-25 00:00:00+00:00,3.0,1.0,7,4
2025-01-26 00:00:00+00:00,2.0,1.0,10,7
2025-01-27 00:00:00+00:00,1.0,1.0,38,22
2025-01-28 00:00:00+00:00,2.0,2.0,18,9
2025-01-29 00:00:00+00:00,1.0,1.0,14,11
2025-01-30 00:00:00+00:00,12.0,7.0,33,18
2025-01-31 00:00:00+00:00,2.0,1.0,31,19
