time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-23 00:00:00+00:00,4,4,19,14
2025-12-24 00:00:00+00:00,16,9,10,6
2025-12-25 00:00:00+00:00,15,8,13,6
2025-12-26 00:00:00+00:00,6,3,13,7
2025-12-27 00:00:00+00:00,11,4,6,6
2025-12-28 00:00:00+00:00,11,4,2,2
2025-12-29 00:00:00+00:00,14,7,16,9
2025-12-30 00:00:00+00:00,13,6,11,8
2025-12-31 00:00:00+00:00,7,6,8,7
2026-01-01 00:00:00+00:00,3,3,2,2
2026-01-02 00:00:00+00:00,11,7,14,9
2026-01-03 00:00:00+00:00,8,4,14,8
2026-01-04 00:00:00+00:00,12,7,21,9
2026-01-05 00:00:00+00:00,4,4,54,31
