time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-20 00:00:00+00:00,65,27,17,12
2026-04-21 00:00:00+00:00,68,27,46,23
2026-04-22 00:00:00+00:00,70,27,16,9
2026-04-23 00:00:00+00:00,63,23,18,11
2026-04-24 00:00:00+00:00,55,23,11,9
2026-04-25 00:00:00+00:00,53,23,8,6
2026-04-26 00:00:00+00:00,26,11,25,13
2026-04-27 00:00:00+00:00,25,12,21,17
2026-04-28 00:00:00+00:00,14,5,6,6
2026-04-29 00:00:00+00:00,44,10,5,5
2026-04-30 00:00:00+00:00,30,14,13,10
2026-05-01 00:00:00+00:00,22,7,6,2
2026-05-02 00:00:00+00:00,23,7,9,5
2026-05-03 00:00:00+00:00,25,11,13,10
