time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-15 00:00:00+00:00,5,5,55,25
2025-09-16 00:00:00+00:00,18,11,20,15
2025-09-17 00:00:00+00:00,21,16,73,24
2025-09-18 00:00:00+00:00,8,8,20,11
2025-09-19 00:00:00+00:00,8,7,28,17
2025-09-20 00:00:00+00:00,3,3,7,5
2025-09-21 00:00:00+00:00,4,4,9,8
2025-09-22 00:00:00+00:00,11,10,22,16
2025-09-23 00:00:00+00:00,7,3,51,16
2025-09-24 00:00:00+00:00,1,1,35,21
2025-09-25 00:00:00+00:00,7,6,30,26
2025-09-26 00:00:00+00:00,2,2,58,25
2025-09-27 00:00:00+00:00,2,2,13,10
2025-09-28 00:00:00+00:00,8,8,6,5
