referrer,views_total,views_unique
Google,74,58
chatgpt.com,15,6
github.com,14,11
Bing,8,5
pypi.org,6,4
perplexity.ai,4,2
time-series-features.gitbook.io,3,2
doc2x.noedgeai.com,1,1
qwant.com,1,1
search.brave.com,1,1
