time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-22 00:00:00+00:00,5.0,3.0,20,14
2025-04-23 00:00:00+00:00,5.0,2.0,28,17
2025-04-24 00:00:00+00:00,5.0,4.0,27,19
2025-04-25 00:00:00+00:00,2.0,2.0,28,12
2025-04-26 00:00:00+00:00,2.0,2.0,6,5
2025-04-27 00:00:00+00:00,4.0,2.0,8,8
2025-04-28 00:00:00+00:00,6.0,3.0,32,22
2025-04-29 00:00:00+00:00,4.0,4.0,28,12
2025-04-30 00:00:00+00:00,8.0,5.0,18,16
2025-05-01 00:00:00+00:00,4.0,4.0,16,12
2025-05-02 00:00:00+00:00,12.0,7.0,17,15
2025-05-03 00:00:00+00:00,7.0,3.0,7,6
2025-05-04 00:00:00+00:00,13.0,13.0,10,9
2025-05-05 00:00:00+00:00,,,31,23
