referrer,views_total,views_unique
Google,240,120
chatgpt.com,21,17
github.com,16,11
Bing,15,10
time-series-features.gitbook.io,14,7
pypi.org,9,7
au.search.yahoo.com,8,1
link.springer.com,6,5
statics.teams.cdn.office.net,5,2
search.brave.com,3,2
