time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-27 00:00:00+00:00,4,2,8,8
2025-04-28 00:00:00+00:00,6,3,32,22
2025-04-29 00:00:00+00:00,4,4,28,12
2025-04-30 00:00:00+00:00,8,5,18,16
2025-05-01 00:00:00+00:00,4,4,16,12
2025-05-02 00:00:00+00:00,12,7,17,15
2025-05-03 00:00:00+00:00,7,3,7,6
2025-05-04 00:00:00+00:00,13,13,10,9
2025-05-05 00:00:00+00:00,1,1,31,23
2025-05-06 00:00:00+00:00,6,3,26,21
2025-05-07 00:00:00+00:00,4,3,28,21
2025-05-08 00:00:00+00:00,9,5,83,30
2025-05-09 00:00:00+00:00,6,5,47,24
2025-05-10 00:00:00+00:00,4,4,9,7
