referrer,views_total,views_unique
Google,158,105
github.com,28,14
Bing,26,8
chatgpt.com,14,9
time-series-features.gitbook.io,12,6
pypi.org,7,5
mail.google.com,3,1
medium.com,2,2
confluence.samsungds.net,2,2
DuckDuckGo,2,2
