referrer,views_total,views_unique
Google,84,50
github.com,18,12
Bing,11,8
teams.public.onecdn.static.microsoft,5,2
nature.com,4,1
chatgpt.com,3,3
doubao.com,2,1
e.mail.ru,2,1
DuckDuckGo,1,1
ecosia.org,1,1
