referrer,views_total,views_unique
Google,126,84
github.com,30,18
time-series-features.gitbook.io,13,9
Bing,8,7
away.vk.com,7,2
pypi.org,5,4
chatgpt.com,4,3
link.csdn.net,3,1
juliahub.com,2,2
skyway.porsche.com,2,1
