referrer,views_total,views_unique
Google,187,113
github.com,25,15
pypi.org,15,4
Bing,13,7
medium.com,6,6
time-series-features.gitbook.io,6,4
statics.teams.cdn.office.net,5,4
wiki.iis.uj.edu.pl,5,1
opentimeseries.com,3,2
freedium.cfd,3,2
