referrer,views_total,views_unique
Google,225,109
chatgpt.com,18,14
github.com,16,10
Bing,16,10
time-series-features.gitbook.io,11,6
au.search.yahoo.com,8,1
statics.teams.cdn.office.net,6,3
link.springer.com,4,3
search.brave.com,3,2
cn.bing.com,2,2
