time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-22 00:00:00+00:00,22,12,12,11
2026-07-23 00:00:00+00:00,4,3,6,6
2026-07-24 00:00:00+00:00,31,16,12,8
2026-07-25 00:00:00+00:00,81,27,59,17
2026-07-26 00:00:00+00:00,41,20,15,10
2026-07-27 00:00:00+00:00,89,17,35,14
2026-07-28 00:00:00+00:00,66,13,11,9
2026-07-29 00:00:00+00:00,49,20,13,13
2026-07-30 00:00:00+00:00,7,6,18,10
2026-07-31 00:00:00+00:00,2,2,6,6
2026-08-01 00:00:00+00:00,18,8,8,8
2026-08-02 00:00:00+00:00,12,8,14,4
2026-08-03 00:00:00+00:00,18,6,29,21
2026-08-04 00:00:00+00:00,165,15,42,27
