time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-10 00:00:00+00:00,2.0,2.0,11,8
2025-01-11 00:00:00+00:00,1.0,1.0,3,3
2025-01-12 00:00:00+00:00,2.0,2.0,4,3
2025-01-13 00:00:00+00:00,,,15,11
2025-01-14 00:00:00+00:00,1.0,1.0,16,13
2025-01-15 00:00:00+00:00,1.0,1.0,25,12
2025-01-16 00:00:00+00:00,,,24,16
2025-01-17 00:00:00+00:00,1.0,1.0,21,12
2025-01-18 00:00:00+00:00,1.0,1.0,7,5
2025-01-19 00:00:00+00:00,1.0,1.0,20,13
2025-01-20 00:00:00+00:00,5.0,2.0,48,24
2025-01-21 00:00:00+00:00,2.0,2.0,35,23
2025-01-22 00:00:00+00:00,3.0,2.0,19,16
2025-01-23 00:00:00+00:00,,,31,24
