referrer,views_total,views_unique
Google,149,76
pypi.org,29,13
link.springer.com,21,1
github.com,18,11
statics.teams.cdn.office.net,12,2
Bing,11,8
time-series-features.gitbook.io,9,6
search.brave.com,7,6
cran.r-project.org,5,1
chatgpt.com,3,2
