referrer,views_total,views_unique
Google,144,83
github.com,18,15
DuckDuckGo,12,2
Bing,11,8
aeon-toolkit.org,6,3
pypi.org,4,4
time-series-features.gitbook.io,4,4
Baidu,1,1
cran.r-project.org,1,1
ecosia.org,1,1
